Values,Weight,ABACUS,ACCORDION,AEROSOL,AFTERNOON,ANT,APPLE,ARMS,AZURE,BABY,BABYBOTTLE,BABYFOOD,BACK,BACKPACK,BAD,BAKER,BALL,BALLDIM,BALLOON,BALLOONDIM,BAMBINO,BANANA,BAND,BANK,BANQUET,BARE,BARN,BARRACKS,BARROW,BASE,BASIN,BASKET,BASKETBALL,BASKETBALLPLAYER,BAT,BATH,BATHDIM,BATTERY,BATTLE,BEARD,BEAST,BEASTDIM,BEAVER,BEAVERDIM,BED,BEDAUG,BEDDIM,BELL,BELLY,BIB,BICYCLE,BIG,BIGAUG,BIKE,BILL,BIRTHDAY,BISCUIT,BISCUITDIM,BISON,BITE,BLACK,BLACKAUG,BLANKET,BLANKETDIM,BLITZ,BLOW,BLU,BLUE,BLUEBERRY,BOAT,BODY,BODYHAIR,BOOK,BOOKAUG,BOOKDIM,BOTTLE,BOTTOM,BRAIN,BRAND,BRAV,BREAD,BREATHLESSNESS,BROAD,BROKEN,BROTHERDIM,BROTHERDIMDIM,BROWN,BRUSH,BUCKET,BULL,BULLAUG,BULLDOG,BUNCHA,BUNCHB,BUNDLEDIM,BUS,BUTTERFLY,BUTTON,BUTTONDIM,BUZZARD,CABBAGEDIM,CAGE,CAKE,CALENDAR,CAMEL,CANARY,CANDLE,CANDLEDIM,CANDY,CANE,CAPA,CAPB,CAPBDIM,CAR,CARDIM,CARETAKER,CAROUSEL,CARPETBEATER,CARROT,CASE,CASSETTE,CASTLE,CAT,CATDIM,CELERY,CENT,CENTDIM,CHAIN,CHAIR,CHAIRDIM,CHAMPION,CHANGINGTABLE,CHEEK,CHEEKY,CHEESE,CHERRY,CHICK,CHICKENMEAT,CHILD,CHILDDIM,CIRCULAR,CITY,CLEAN,CLOVER,CLOWN,CLUB,COACH,COCKTAIL,COCONUT,COLLAR,COLLECTION,COLOR,COLT,COLUMN,COMB,COMBAT,COMBINATION,COMMONCOLD,COMPETITION,CONCEPT,CONFETTI,CONSTRUCTION,CONTOUR,COPYBOOK,CORN,CORRIDOR,COUGH,COUNTRY,COURSE,COUSIN,CREAM,CREST,CRICKET,CROCODILE,CROSS,CROW,CROWN,CROWNDIM,CRUMBDIM,CUBE,CUCKOO,CULTURE,CURIOSITY,CURLY,CURVE,CYLINDER,DANCE,DANCER,DANDELION,DARK,DARKNESS,DAYA,DAYB,DECENT,DEMONSTRATION,DIFFERENCE,DIFFERENT,DIFFICULT,DINNER,DINOSAUR,DISGRACE,DISK,DISKETTE,DIVE,DIZZINESS,DOCTORESS,DOCUMENT,DOG,DOGDIM,DOLPHIN,DOOR,DOORMAN,DOUBLE,DRAGONDIM,DRAWER,DRAWERDIM,DRAWERS,DRAWING,DRINKINGGLASS,DROMEDARY,DRUMA,DRUMB,DRUMS,DUEL,DUMMY,DWARF,EARTHWORM,ELBOW,ENCLOSURE,END,EVENING,FACE,FAIR,FAIRY,FAKE,FAMILY,FANCIFUL,FARM,FATHER,FEAST,FEATHER,FELTTIPPEN,FEMALEAUG,FEROCIOUS,FESTOON,FIELD,FIGHT,FIGURE,FIN,FINE,FINEBRAID,FINGER,FINGERDIM,FIRE,FIREEATER,FIREPLACE,FISH,FISHINGLINE,FISHY,FLAG,FLAGDIM,FLAGEOLET,FLAMINGO,FLASH,FLAVOR,FLOATING,FLOOR,FLOWER,FLUTE,FLY,FOLD,FONDAMENTAL,FOOT,FOOTAUGA,FOOTAUGB,FOOTDIM,FORCE,FORGETFUL,FOX,FRANKFURTERA,FRANKFURTERB,FRISBY,FROG,FRONT,FRUIT,FRUITSALAD,FULL,FUR,GALLEON,GAMEA,GAMEB,GARAGE,GARDEN,GATE,GHOST,GHOSTDIM,GIFT,GIGANTIC,GIRAFFE,GLASS,GLOVE,GLOVEAUG,GOATDIM,GOLDFINCH,GOOD,GOSLINGDIM,GRANDPARENT,GRANDPARENTDIM,GREEN,GREY,GREYDIM,GROUND,GUIDE,GUITAR,GUN,GYM,GYMNASTICS,HAIR,HAIRDRYER,HALF,HAM,HAMPER,HAMSTER,HAND,HANDBAGDIM,HANDDIM,HANDKERCHIEF,HANDKERCHIEFDIM,HANDLEA,HANDLEB,HANDLEBAR,HARE,HARNESSING,HAT,HAY,HEAD,HEADAUG,HEATING,HEDGEHOG,HEN,HICCUP,HOLE,HOLEDIM,HOOF,HORN,HORNDIM,HORSE,HORSEDIM,HORSEY,HOT,HOUSE,HOUSEDIM,HUMP,HUMPBACK,HUNTER,HUT,ICECREAM,ICECREAMPARLOR,ILLNESS,INFERNAL,INSTANCE,JACK,JACKET,JACKETDIM,JAR,JARDIM,JIGSAW,JUICE,JUMP,JUMPING,JUMPSUIT,JUNGLE,KANGAROO,KAZOO,KEEPER,KEYA,KEYADIM,KEYB,KICKA,KICKAAUG,KICKB,KICKC,KING,KISSDIM,KNEE,KNIFE,KNOTDIM,LADENTABLE,LADYBIRD,LAKE,LAMP,LARGE,LAWN,LEASH,LEG,LEGDIM,LENS,LESSON,LEVERET,LID,LIFE,LIFESAVER,LIGHT,LIGHTBULB,LIGHTHOUSE,LINEA,LINEB,LINEBDIM,LION,LIONDIM,LIONESS,LIT,LITTLEBIT,LITTLEFINGER,LITTLEONE,LITTLEONEDIM,LIZARD,LOCOMOTIVE,LONE,LONG,LUGGAGECART,MACHINEDIM,MAGIC,MAGPIE,MAIZE,MALE,MALEDIM,MARGIN,MARKET,MARKETDIM,MASK,MAT,MATDIM,MEASLES,MEAT,MEDAL,MEDICINE,MEMORY,MESSAGE,METER,MILK,MILKCOW,MILLER,MISSING,MODERN,MOLDDIM,MOLE,MOLEDIM,MOMENTA,MONTH,MOON,MORE,MORNINGA,MORNINGB,MORTAL,MOSQUITO,MOTHER,MOTO,MOTORCYCLE,MOUNTAIN,MOUSE,MOUSEDIM,MOUTH,MOWER,MUSHROOM,MUSIC,MUSICBOX,MUSICDIM,NAILDIM,NAME,NAPPY,NEAR,NECK,NECKDIM,NEIGHBOR,NEPHEWDIM,NETTINGDIM,NEW,NEWSPAPER,NICE,NIGHT,NINEPIN,NOISE,NORMAL,NOSE,NOSEAUG,NOSEDIMA,NOSEDIMB,NUMBER,NURSERYRHYME,OFFSPRING,OFFSPRINGDIM,OPEN,ORANGE,OVAL,OWLA,OWLB,PACKAGEDIM,PACKAGEDIMDIM,PADRON,PAGE,PAIR,PANDA,PANTHER,PAPA,PAPER,PAPERDIM,PARROT,PARROTDIM,PART,PAST,PASTATYPE,PASTEBOARD,PASTIME,PATIENCE,PAW,PAWDIM,PEAR,PEARLDIM,PEASHOOTER,PEEL,PEEPEE,PENCIL,PENCILSHARPENER,PENGUIN,PERFECT,PETROL,PHARMACY,PHASE,PHOTO,PHOTOGRAPH,PHOTOGRAPHIC,PIANO,PIANOFORTE,PIBLING,PICTUREDIM,PIECE,PIECEDIM,PIECEDIMDIM,PIG,PIGDIM,PIGEON,PIGLETDIM,PINCH,PINK,PIPE,PISTOL,PITCHFORK,PLACE,PLANET,PLANTDIM,PLURAL,POCKET,POINT,POINTDIM,POLE,POLECAT,POLECATDIM,POLICE,POLIOMYELITIS,POOR,POORDIM,POORONEDIM,POPE,POSITION,POT,POTATO,PRECEDENCE,PRECIOUS,PREFERENCE,PRINCE,PRINCESS,PRIZE,PROBLEM,PROBOSCIS,PROFILE,PROPER,PUBLICITY,PUDDING,PUFF,PUMP,PUMPDIM,PUMPKIN,PUNCH,PUP,PUPDIM,PUPIL,PUPPET,PYJAMAS,PYJAMASDIM,PYRAMID,QUEEN,QUESTION,RABBIT,RABBITDIM,RACKET,RADIATOR,RAIN,RAINDIM,RAKE,RASCAL,RASPBERRYA,RASPBERRYB,READER,REAL,RED,REINDEER,REMOTECONTROL,REPLY,RHINOCEROS,RIBBON,RIBBONDIM,RIBBONDIMDIM,RIDINGWHIP,RIGHT,RINGA,RIVER,ROGUE,ROOF,ROOSTER,ROPE,ROSE,ROUND,ROW,RULER,RUN,RUNDIM,RUNUP,SACKDIM,SACKDIMDIM,SAD,SADDLE,SALVE,SALVEDIM,SAND,SATURDAY,SAW,SCISSOR,SCREW,SEA,SEAL,SEATDIM,SEED,SEEDDIM,SEMICIRCLE,SEQUENCE,SERGEANT,SERIOUS,SHEAF,SHEEP,SHEEPDIM,SHEETA,SHEETB,SHELL,SHIP,SHIRTA,SHIRTADIM,SHIRTB,SHIT,SHORT,SHOVEL,SHOVELDIM,SHOWER,SIGNOR,SINGLE,SINGLET,SIREN,SISTERDIM,SKATING,SKULL,SLEEPYTIME,SLEEVE,SLIPPERA,SLIPPERADIM,SLIPPERB,SLIPPERBDIM,SMALL,SMALLDIM,SMOKE,SNAILA,SNAILADIM,SNAILB,SNAKE,SNOW,SOCK,SOCKDIMA,SOCKDIMB,SOFA,SOFACOVER,SOJOURN,SOLDIER,SOLDIERDIM,SOMERSAULT,SONG,SONGDIM,SOUP,SPARROWDIM,SPECIAL,SPIDER,SPIDERDIM,SPIN,SPINNINGTOP,SPORTSMATCH,SPORTY,SPRING,SPRINGMECHANISM,STAG,STAIN,STAINDIM,STEM,STEPMOTHER,STICK,STICKDIM,STILL,STOMACH,STONEA,STONEB,STORE,STORK,STORM,STRAIGHT,STRANGE,STRAWBERRY,STRAWBERRYDIM,STREAM,STREET,STRINGY,STROLL,STUFF,SUBWAY,SUCKDIM,SUGGESTION,SUITCASE,SUN,SUNSET,SWALLOW,SWAN,SWEAT,SWEET,SWEETDIM,SWIMMINGPOOL,SWIMMINGPOOLDIM,SWING,TABLE,TAIL,TAILDIM,TALL,TAMBOURINEDIM,TAPEHOLDER,TAPERECORDER,TEA,TEACHER,TEASPOON,TELEPHONE,TELEVISION,TENNIS,TETANUS,THICK,THINCORD,THING,THREAD,THRONE,THUNDERSTORM,TICKET,TICKLE,TIDE,TIGER,TILL,TILLDIM,TINDIM,TOAD,TOKEN,TOMATO,TONGUE,TONGUEDIM,TOOTH,TOWER,TOY,TRACTOR,TRAIL,TRAIN,TRAINDIM,TRAP,TRASHCANDIM,TRIAL,TRIANGLE,TRICYCLE,TRIGGER,TRIP,TROLLEY,TROUSERS,TRUCK,TRUMPET,TRUNK,TRUTH,TUBE,TUMMY,TUNNEL,TURKEY,TURN,TURTLE,TURTLEDIM,TURTLEDOVE,TUSK,TVA,TVB,TYPE,UGGO,VACCINATION,VEHICLENOSE,VEHICLEWINDOW,VEIL,VERSE,VIDEOCAMERA,VILLAGEA,VILLAGEB,VIOLET,VOICE,WALK,WALL,WALLB,WALTZ,WAND,WANDERING,WARDEN,WASP,WEDDING,WEEK,WEIGHT,WHALE,WHATSIT,WHEAT,WHEELA,WHEELB,WHIM,WHISTLE,WHITE,WIDEOPEN,WIFE,WILDBOAR,WIND,WINDOW,WINE,WOLF,WOODPECKER,WOODS,WORD,WORK,WORM,WORMDIM,WRIST,YELLOW,YOUNGSHEPHERD,ZOO
{'a_2'},674.2000000000847,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"{'a_2', 'e_2'}",293.00000000000045,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
