Line,"{'+definite', '+atomic'} - definite - a_2","{'+definite', '-atomic'} - definite - e_1","{'+definite', '+atomic'} - definite - o_2","{'-definite', '+atomic'} - definite - o_2","{'-definite', '+atomic'} - definite - a_2","{'+definite', '-atomic'} - definite - i_2"
0,,,,,,
1,,,,,,
2,1,1.2000000000000002,1,,,
3,1,1.2000000000000002,1.1,1,,
4,1.1,1.3000000000000003,1.1,1,,
5,1.3000000000000003,1.4000000000000004,1.1,1,,
6,1.4000000000000004,1.5000000000000004,1.1,1,,
7,1.4000000000000004,1.5000000000000004,1.2000000000000002,1.1,,
8,1.5000000000000004,1.5000000000000004,1.2000000000000002,1.1,1,
9,1.6000000000000005,1.5000000000000004,1.2000000000000002,1.1,1.1,
10,1.7000000000000006,1.5000000000000004,1.3000000000000003,1.1,1.1,1.1
11,1.8000000000000007,1.5000000000000004,1.4000000000000004,1.1,1.1,1.4000000000000004
12,1.9000000000000008,1.7000000000000006,1.5000000000000004,1.1,1.1,1.4000000000000004
13,2.000000000000001,1.7000000000000006,1.5000000000000004,1.1,1.2000000000000002,1.4000000000000004
14,2.100000000000001,2.000000000000001,1.6000000000000005,1.1,1.2000000000000002,1.4000000000000004
15,2.100000000000001,2.100000000000001,1.9000000000000008,1.2000000000000002,1.2000000000000002,1.5000000000000004
16,2.200000000000001,2.100000000000001,2.000000000000001,1.2000000000000002,1.2000000000000002,1.7000000000000006
17,2.200000000000001,2.200000000000001,2.4000000000000012,1.3000000000000003,1.2000000000000002,1.8000000000000007
18,2.200000000000001,2.300000000000001,2.7000000000000015,1.4000000000000004,1.2000000000000002,1.9000000000000008
19,2.300000000000001,2.300000000000001,2.7000000000000015,1.4000000000000004,1.4000000000000004,1.9000000000000008
20,2.300000000000001,2.300000000000001,2.8000000000000016,1.5000000000000004,1.4000000000000004,1.9000000000000008
21,2.300000000000001,2.300000000000001,2.9000000000000017,1.7000000000000006,1.4000000000000004,1.9000000000000008
22,2.4000000000000012,2.300000000000001,2.9000000000000017,1.7000000000000006,1.6000000000000005,1.9000000000000008
23,2.5000000000000013,2.300000000000001,3.0000000000000018,1.7000000000000006,1.6000000000000005,2.100000000000001
24,2.5000000000000013,2.300000000000001,3.100000000000002,1.8000000000000007,1.6000000000000005,2.100000000000001
25,2.5000000000000013,2.4000000000000012,3.400000000000002,1.9000000000000008,1.6000000000000005,2.200000000000001
26,2.5000000000000013,2.5000000000000013,3.7000000000000024,2.000000000000001,1.6000000000000005,2.300000000000001
27,2.6000000000000014,2.5000000000000013,3.8000000000000025,2.000000000000001,1.6000000000000005,2.6000000000000014
28,2.7000000000000015,2.5000000000000013,3.8000000000000025,2.000000000000001,1.7000000000000006,2.6000000000000014
29,3.0000000000000018,2.6000000000000014,3.8000000000000025,2.000000000000001,1.8000000000000007,2.7000000000000015
30,3.0000000000000018,2.6000000000000014,3.9000000000000026,2.100000000000001,1.8000000000000007,2.7000000000000015
31,3.400000000000002,2.7000000000000015,3.9000000000000026,2.100000000000001,1.9000000000000008,2.8000000000000016
32,3.500000000000002,2.9000000000000017,4.000000000000003,2.100000000000001,1.9000000000000008,2.8000000000000016
33,3.500000000000002,2.9000000000000017,4.100000000000002,2.200000000000001,1.9000000000000008,2.8000000000000016
34,3.6000000000000023,3.100000000000002,4.200000000000002,2.200000000000001,1.9000000000000008,2.8000000000000016
35,3.7000000000000024,3.300000000000002,4.300000000000002,2.200000000000001,1.9000000000000008,2.8000000000000016
36,3.7000000000000024,3.300000000000002,4.400000000000001,2.300000000000001,1.9000000000000008,2.8000000000000016
37,3.7000000000000024,3.300000000000002,4.500000000000001,2.4000000000000012,1.9000000000000008,2.8000000000000016
38,3.8000000000000025,3.300000000000002,4.500000000000001,2.4000000000000012,2.000000000000001,2.8000000000000016
39,3.8000000000000025,3.300000000000002,4.6000000000000005,2.5000000000000013,2.000000000000001,2.8000000000000016
40,3.8000000000000025,3.400000000000002,4.8999999999999995,2.6000000000000014,2.000000000000001,2.9000000000000017
41,3.9000000000000026,3.7000000000000024,4.999999999999999,2.6000000000000014,2.000000000000001,2.9000000000000017
42,4.000000000000003,3.7000000000000024,5.099999999999999,2.6000000000000014,2.000000000000001,3.100000000000002
43,4.100000000000002,3.7000000000000024,5.099999999999999,2.6000000000000014,2.100000000000001,3.100000000000002
44,4.400000000000001,3.8000000000000025,5.099999999999999,2.6000000000000014,2.200000000000001,3.200000000000002
45,4.7,3.9000000000000026,5.099999999999999,2.6000000000000014,2.300000000000001,3.300000000000002
46,4.7,3.9000000000000026,5.199999999999998,2.8000000000000016,2.300000000000001,3.300000000000002
47,4.8,4.100000000000002,5.299999999999998,2.8000000000000016,2.300000000000001,3.300000000000002
48,4.8,4.200000000000002,5.599999999999997,2.9000000000000017,2.300000000000001,3.400000000000002
49,4.8999999999999995,4.200000000000002,5.699999999999997,2.9000000000000017,2.300000000000001,3.6000000000000023
50,4.8999999999999995,4.200000000000002,5.799999999999996,3.0000000000000018,2.300000000000001,3.6000000000000023
51,4.999999999999999,4.500000000000001,5.899999999999996,3.0000000000000018,2.300000000000001,3.6000000000000023
52,5.099999999999999,4.500000000000001,5.999999999999996,3.0000000000000018,2.300000000000001,3.8000000000000025
53,5.099999999999999,4.6000000000000005,6.399999999999994,3.100000000000002,2.300000000000001,3.9000000000000026
54,5.199999999999998,4.6000000000000005,6.499999999999994,3.100000000000002,2.300000000000001,4.200000000000002
55,5.299999999999998,4.6000000000000005,6.499999999999994,3.100000000000002,2.4000000000000012,4.200000000000002
56,5.399999999999998,4.8,6.599999999999993,3.100000000000002,2.4000000000000012,4.200000000000002
57,5.399999999999998,4.8,6.699999999999993,3.200000000000002,2.4000000000000012,4.200000000000002
58,5.499999999999997,4.8,6.699999999999993,3.200000000000002,2.5000000000000013,4.200000000000002
59,5.799999999999996,4.8999999999999995,6.699999999999993,3.200000000000002,2.6000000000000014,4.300000000000002
60,5.899999999999996,5.099999999999999,6.799999999999993,3.200000000000002,2.6000000000000014,4.300000000000002
61,5.999999999999996,5.099999999999999,6.899999999999992,3.200000000000002,2.6000000000000014,4.500000000000001
62,6.099999999999995,5.099999999999999,6.999999999999992,3.200000000000002,2.6000000000000014,4.7
63,6.399999999999994,5.199999999999998,6.999999999999992,3.200000000000002,2.7000000000000015,4.8
64,6.399999999999994,5.199999999999998,7.099999999999992,3.400000000000002,2.7000000000000015,4.8
65,6.799999999999993,5.299999999999998,7.099999999999992,3.400000000000002,2.8000000000000016,4.8999999999999995
66,6.799999999999993,5.299999999999998,7.199999999999991,3.6000000000000023,2.8000000000000016,4.8999999999999995
67,6.799999999999993,5.299999999999998,7.299999999999991,3.7000000000000024,2.8000000000000016,4.8999999999999995
68,6.799999999999993,5.399999999999998,7.59999999999999,3.8000000000000025,2.8000000000000016,4.999999999999999
69,6.799999999999993,5.399999999999998,7.6999999999999895,3.9000000000000026,2.8000000000000016,4.999999999999999
70,6.799999999999993,5.499999999999997,8.099999999999989,4.000000000000003,2.8000000000000016,5.099999999999999
71,6.899999999999992,5.499999999999997,8.099999999999989,4.000000000000003,2.9000000000000017,5.099999999999999
72,6.899999999999992,5.599999999999997,8.399999999999988,4.100000000000002,2.9000000000000017,5.199999999999998
73,6.999999999999992,5.599999999999997,8.399999999999988,4.100000000000002,3.0000000000000018,5.199999999999998
74,6.999999999999992,5.699999999999997,8.699999999999987,4.200000000000002,3.0000000000000018,5.299999999999998
75,6.999999999999992,5.799999999999996,8.999999999999986,4.300000000000002,3.0000000000000018,5.399999999999998
76,7.099999999999992,5.799999999999996,8.999999999999986,4.300000000000002,3.100000000000002,5.399999999999998
77,7.099999999999992,5.799999999999996,9.099999999999985,4.400000000000001,3.100000000000002,5.399999999999998
78,7.099999999999992,5.799999999999996,9.199999999999985,4.500000000000001,3.100000000000002,5.399999999999998
79,7.099999999999992,5.899999999999996,9.499999999999984,4.6000000000000005,3.100000000000002,5.499999999999997
80,7.199999999999991,6.099999999999995,9.599999999999984,4.6000000000000005,3.100000000000002,5.499999999999997
81,7.49999999999999,6.199999999999995,9.599999999999984,4.6000000000000005,3.200000000000002,5.599999999999997
82,7.59999999999999,6.399999999999994,9.699999999999983,4.6000000000000005,3.200000000000002,5.599999999999997
83,7.6999999999999895,6.399999999999994,9.799999999999983,4.6000000000000005,3.200000000000002,5.799999999999996
84,7.9999999999999885,6.499999999999994,9.799999999999983,4.6000000000000005,3.300000000000002,5.899999999999996
85,8.099999999999989,6.499999999999994,9.899999999999983,4.6000000000000005,3.300000000000002,6.099999999999995
86,8.099999999999989,6.599999999999993,10.199999999999982,4.7,3.300000000000002,6.199999999999995
87,8.199999999999989,6.599999999999993,10.199999999999982,4.7,3.500000000000002,6.199999999999995
88,8.199999999999989,6.599999999999993,10.299999999999981,4.8,3.500000000000002,6.199999999999995
89,8.199999999999989,6.699999999999993,10.59999999999998,4.8999999999999995,3.500000000000002,6.2999999999999945
90,8.299999999999988,6.899999999999992,10.69999999999998,4.8999999999999995,3.500000000000002,6.2999999999999945
91,8.299999999999988,6.999999999999992,10.999999999999979,4.999999999999999,3.500000000000002,6.399999999999994
92,8.299999999999988,6.999999999999992,11.099999999999978,5.099999999999999,3.500000000000002,6.399999999999994
93,8.399999999999988,6.999999999999992,11.099999999999978,5.099999999999999,3.6000000000000023,6.399999999999994
94,8.699999999999987,7.099999999999992,11.099999999999978,5.099999999999999,3.7000000000000024,6.499999999999994
95,8.699999999999987,7.099999999999992,11.199999999999978,5.199999999999998,3.7000000000000024,6.499999999999994
96,8.699999999999987,7.199999999999991,11.499999999999977,5.299999999999998,3.7000000000000024,6.599999999999993
97,8.799999999999986,7.199999999999991,11.499999999999977,5.299999999999998,3.9000000000000026,6.599999999999993
98,9.199999999999985,7.299999999999991,11.499999999999977,5.299999999999998,4.000000000000003,6.699999999999993
99,9.299999999999985,7.49999999999999,11.599999999999977,5.299999999999998,4.000000000000003,6.699999999999993
100,9.399999999999984,7.49999999999999,11.699999999999976,5.299999999999998,4.000000000000003,6.899999999999992
101,9.499999999999984,7.49999999999999,11.799999999999976,5.299999999999998,4.000000000000003,7.099999999999992
102,9.599999999999984,7.6999999999999895,11.899999999999975,5.299999999999998,4.000000000000003,7.099999999999992
103,9.699999999999983,7.6999999999999895,11.999999999999975,5.299999999999998,4.000000000000003,7.299999999999991
104,9.699999999999983,7.6999999999999895,12.099999999999975,5.399999999999998,4.000000000000003,7.299999999999991
105,9.799999999999983,7.6999999999999895,12.199999999999974,5.399999999999998,4.000000000000003,7.49999999999999
106,9.899999999999983,7.899999999999989,12.299999999999974,5.399999999999998,4.000000000000003,7.49999999999999
107,9.899999999999983,7.899999999999989,12.399999999999974,5.499999999999997,4.000000000000003,7.49999999999999
108,9.999999999999982,7.899999999999989,12.499999999999973,5.499999999999997,4.000000000000003,7.6999999999999895
109,10.099999999999982,7.899999999999989,12.499999999999973,5.499999999999997,4.100000000000002,7.6999999999999895
110,10.099999999999982,7.9999999999999885,12.899999999999972,5.599999999999997,4.100000000000002,7.799999999999989
111,10.199999999999982,7.9999999999999885,12.899999999999972,5.599999999999997,4.200000000000002,7.799999999999989
112,10.59999999999998,8.099999999999989,12.899999999999972,5.599999999999997,4.300000000000002,7.899999999999989
113,10.69999999999998,8.099999999999989,12.999999999999972,5.599999999999997,4.300000000000002,8.099999999999989
114,10.999999999999979,8.199999999999989,12.999999999999972,5.599999999999997,4.400000000000001,8.199999999999989
115,10.999999999999979,8.299999999999988,13.29999999999997,5.699999999999997,4.400000000000001,8.299999999999988
116,11.099999999999978,8.299999999999988,13.39999999999997,5.699999999999997,4.400000000000001,8.499999999999988
117,11.399999999999977,8.399999999999988,13.39999999999997,5.699999999999997,4.500000000000001,8.599999999999987
118,11.499999999999977,8.399999999999988,13.39999999999997,5.699999999999997,4.7,8.599999999999987
119,11.599999999999977,8.399999999999988,13.39999999999997,5.699999999999997,4.8,8.599999999999987
120,11.699999999999976,8.599999999999987,13.49999999999997,5.699999999999997,4.8,8.599999999999987
121,12.099999999999975,8.699999999999987,13.49999999999997,5.699999999999997,4.8999999999999995,8.699999999999987
122,12.199999999999974,8.899999999999986,13.59999999999997,5.699999999999997,4.8999999999999995,8.699999999999987
123,12.199999999999974,8.999999999999986,13.899999999999968,5.799999999999996,4.8999999999999995,8.799999999999986
124,12.299999999999974,8.999999999999986,13.899999999999968,5.799999999999996,5.099999999999999,8.799999999999986
125,12.399999999999974,9.199999999999985,13.999999999999968,5.799999999999996,5.099999999999999,8.799999999999986
126,12.499999999999973,9.399999999999984,14.099999999999968,5.799999999999996,5.099999999999999,8.799999999999986
127,12.799999999999972,9.499999999999984,14.099999999999968,5.799999999999996,5.199999999999998,8.899999999999986
128,12.899999999999972,9.499999999999984,14.099999999999968,5.799999999999996,5.299999999999998,8.899999999999986
129,13.19999999999997,9.599999999999984,14.099999999999968,5.799999999999996,5.399999999999998,8.999999999999986
130,13.29999999999997,9.799999999999983,14.199999999999967,5.799999999999996,5.399999999999998,8.999999999999986
131,13.39999999999997,9.999999999999982,14.299999999999967,5.799999999999996,5.399999999999998,8.999999999999986
132,13.39999999999997,9.999999999999982,14.399999999999967,5.899999999999996,5.399999999999998,8.999999999999986
133,13.39999999999997,9.999999999999982,14.499999999999966,5.999999999999996,5.399999999999998,8.999999999999986
134,13.39999999999997,10.099999999999982,14.799999999999965,6.099999999999995,5.399999999999998,9.099999999999985
135,13.49999999999997,10.099999999999982,14.799999999999965,6.099999999999995,5.599999999999997,9.099999999999985
136,13.49999999999997,10.199999999999982,15.199999999999964,6.199999999999995,5.599999999999997,9.199999999999985
137,13.59999999999997,10.199999999999982,15.299999999999963,6.199999999999995,5.599999999999997,9.499999999999984
138,13.699999999999969,10.39999999999998,15.399999999999963,6.199999999999995,5.599999999999997,9.499999999999984
139,13.799999999999969,10.39999999999998,15.399999999999963,6.199999999999995,5.699999999999997,9.499999999999984
140,13.899999999999968,10.59999999999998,15.499999999999963,6.199999999999995,5.699999999999997,9.499999999999984
141,13.999999999999968,10.59999999999998,15.599999999999962,6.199999999999995,5.699999999999997,9.699999999999983
142,14.099999999999968,10.59999999999998,15.599999999999962,6.199999999999995,5.799999999999996,9.699999999999983
143,14.099999999999968,10.69999999999998,15.899999999999961,6.2999999999999945,5.799999999999996,9.799999999999983
144,14.099999999999968,10.69999999999998,15.999999999999961,6.399999999999994,5.799999999999996,9.799999999999983
145,14.099999999999968,10.79999999999998,16.299999999999965,6.499999999999994,5.799999999999996,9.899999999999983
146,14.099999999999968,10.79999999999998,16.399999999999967,6.599999999999993,5.799999999999996,9.899999999999983
147,14.499999999999966,10.899999999999979,16.399999999999967,6.599999999999993,5.899999999999996,9.999999999999982
148,14.799999999999965,10.999999999999979,16.399999999999967,6.599999999999993,5.999999999999996,10.099999999999982
149,15.199999999999964,11.099999999999978,16.399999999999967,6.599999999999993,6.099999999999995,10.199999999999982
150,15.299999999999963,11.399999999999977,16.499999999999968,6.599999999999993,6.099999999999995,10.199999999999982
151,15.399999999999963,11.399999999999977,16.59999999999997,6.599999999999993,6.099999999999995,10.39999999999998
152,15.499999999999963,11.399999999999977,16.69999999999997,6.599999999999993,6.099999999999995,10.59999999999998
153,15.499999999999963,11.399999999999977,16.799999999999972,6.799999999999993,6.099999999999995,10.59999999999998
154,15.599999999999962,11.399999999999977,16.799999999999972,6.799999999999993,6.199999999999995,10.59999999999998
155,15.699999999999962,11.399999999999977,16.899999999999974,6.799999999999993,6.199999999999995,10.79999999999998
156,15.699999999999962,11.499999999999977,17.29999999999998,6.899999999999992,6.199999999999995,10.899999999999979
157,15.799999999999962,11.499999999999977,17.29999999999998,6.899999999999992,6.2999999999999945,10.899999999999979
158,15.799999999999962,11.599999999999977,17.599999999999984,6.999999999999992,6.2999999999999945,10.999999999999979
159,15.799999999999962,11.699999999999976,17.99999999999999,7.099999999999992,6.2999999999999945,11.099999999999978
160,16.099999999999962,11.799999999999976,17.99999999999999,7.099999999999992,6.399999999999994,11.199999999999978
161,16.099999999999962,11.799999999999976,18.09999999999999,7.199999999999991,6.399999999999994,11.199999999999978
162,16.199999999999964,11.799999999999976,18.199999999999992,7.199999999999991,6.399999999999994,11.399999999999977
163,16.299999999999965,11.799999999999976,18.299999999999994,7.199999999999991,6.399999999999994,11.599999999999977
164,16.299999999999965,11.799999999999976,18.399999999999995,7.299999999999991,6.399999999999994,11.599999999999977
165,16.399999999999967,11.799999999999976,18.399999999999995,7.299999999999991,6.499999999999994,11.599999999999977
166,16.499999999999968,11.999999999999975,18.499999999999996,7.299999999999991,6.499999999999994,11.599999999999977
167,16.59999999999997,11.999999999999975,18.599999999999998,7.299999999999991,6.499999999999994,11.899999999999975
168,16.69999999999997,11.999999999999975,18.7,7.299999999999991,6.499999999999994,12.099999999999975
169,16.799999999999972,12.199999999999974,18.8,7.299999999999991,6.499999999999994,12.099999999999975
170,16.899999999999974,12.199999999999974,18.900000000000002,7.299999999999991,6.499999999999994,12.399999999999974
171,16.899999999999974,12.199999999999974,19.000000000000004,7.49999999999999,6.499999999999994,12.399999999999974
172,16.999999999999975,12.499999999999973,19.100000000000005,7.49999999999999,6.499999999999994,12.399999999999974
173,17.39999999999998,12.599999999999973,19.100000000000005,7.49999999999999,6.599999999999993,12.499999999999973
174,17.499999999999982,12.599999999999973,19.100000000000005,7.49999999999999,6.799999999999993,12.499999999999973
175,17.599999999999984,12.599999999999973,19.100000000000005,7.49999999999999,6.899999999999992,12.499999999999973
176,17.99999999999999,12.699999999999973,19.100000000000005,7.49999999999999,6.999999999999992,12.599999999999973
177,18.09999999999999,12.699999999999973,19.100000000000005,7.49999999999999,7.099999999999992,12.599999999999973
178,18.09999999999999,12.799999999999972,19.40000000000001,7.59999999999999,7.099999999999992,12.699999999999973
179,18.199999999999992,12.799999999999972,19.40000000000001,7.59999999999999,7.199999999999991,12.699999999999973
180,18.599999999999998,12.899999999999972,19.40000000000001,7.59999999999999,7.299999999999991,12.799999999999972
181,18.7,13.099999999999971,19.50000000000001,7.59999999999999,7.299999999999991,12.799999999999972
182,18.7,13.099999999999971,19.600000000000012,7.6999999999999895,7.299999999999991,12.799999999999972
183,18.8,13.29999999999997,19.700000000000014,7.6999999999999895,7.299999999999991,12.799999999999972
184,18.900000000000002,13.29999999999997,19.700000000000014,7.6999999999999895,7.399999999999991,12.799999999999972
185,19.000000000000004,13.29999999999997,19.800000000000015,7.6999999999999895,7.399999999999991,12.999999999999972
186,19.100000000000005,13.29999999999997,19.800000000000015,7.6999999999999895,7.59999999999999,12.999999999999972
187,19.200000000000006,13.29999999999997,19.800000000000015,7.6999999999999895,7.6999999999999895,12.999999999999972
188,19.50000000000001,13.39999999999997,19.800000000000015,7.6999999999999895,7.799999999999989,13.099999999999971
189,19.800000000000015,13.49999999999997,19.800000000000015,7.6999999999999895,7.899999999999989,13.19999999999997
190,19.900000000000016,13.699999999999969,19.900000000000016,7.6999999999999895,7.899999999999989,13.19999999999997
191,20.000000000000018,13.699999999999969,20.000000000000018,7.6999999999999895,7.899999999999989,13.39999999999997
192,20.000000000000018,13.699999999999969,20.10000000000002,7.799999999999989,7.899999999999989,13.39999999999997
193,20.10000000000002,13.899999999999968,20.20000000000002,7.799999999999989,7.899999999999989,13.39999999999997
194,20.10000000000002,13.999999999999968,20.600000000000026,7.899999999999989,7.899999999999989,13.49999999999997
195,20.20000000000002,13.999999999999968,20.600000000000026,7.899999999999989,7.9999999999999885,13.49999999999997
196,20.20000000000002,14.099999999999968,21.000000000000032,7.9999999999999885,7.9999999999999885,13.59999999999997
197,20.300000000000022,14.099999999999968,21.100000000000033,7.9999999999999885,7.9999999999999885,13.799999999999969
198,20.300000000000022,14.099999999999968,21.200000000000035,8.099999999999989,7.9999999999999885,13.799999999999969
199,20.400000000000023,14.099999999999968,21.300000000000036,8.099999999999989,7.9999999999999885,14.099999999999968
200,20.80000000000003,14.199999999999967,21.300000000000036,8.099999999999989,8.099999999999989,14.199999999999967
201,20.90000000000003,14.399999999999967,21.400000000000038,8.099999999999989,8.099999999999989,14.199999999999967
202,21.300000000000036,14.499999999999966,21.400000000000038,8.099999999999989,8.199999999999989,14.299999999999967
203,21.700000000000042,14.599999999999966,21.400000000000038,8.099999999999989,8.299999999999988,14.399999999999967
204,21.800000000000043,14.599999999999966,21.50000000000004,8.099999999999989,8.299999999999988,14.599999999999966
